row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
1547,153455563429302276,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1548,153655601610805248,Narrator / scene text,,narration,inferred,third-/second-person scene description,A small structure sits on the island. Nearby is an abandoned campfire. What do you want to do?,A small structure sits on the island. Nearby is an abandoned campfire. What do you want to do?
1549,153655601635971072,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What do you want to do?,What do you want to do?
1550,153655601635971073,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Examine the structure.\],\[Examine the structure.\]
1551,153655601635971074,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Check the campfire.\],\[Check the campfire.\]
1552,153655601635971075,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1553,153655601635971076,Narrator / scene text,,narration,inferred,third-/second-person scene description,An old stone structure is built around a statue. The statue has its arms raised towards the lighthouse at Devil's Spine.,An old stone structure is built around a statue. The statue has its arms raised towards the lighthouse at Devil's Spine.
1554,153655601635971077,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Whether it gestures in fear or praise, you cannot tell.","Whether it gestures in fear or praise, you cannot tell."
1555,153655601635971078,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The campfire itself is unremarkable, but you wonder who would choose an island such as this to make camp.","The campfire itself is unremarkable, but you wonder who would choose an island such as this to make camp."
1556,153655601635971079,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Nearby, you spot a piece of paper flapping in a bush. A [C0]note[/C0] is written on it. You put it in your pocket to read later.","Nearby, you spot a piece of paper flapping in a bush. A [C0]note[/C0] is written on it. You put it in your pocket to read later."
1557,153655601640165376,Narrator / scene text,,narration,inferred,third-/second-person scene description,The stone columns of the temple are carved with ancient pictures and text. Which carving do you want to look at?,The stone columns of the temple are carved with ancient pictures and text. Which carving do you want to look at?
1558,153655601640165377,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The swarm of small creatures.,The swarm of small creatures.
1559,153655601640165378,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The large eyeless beast.,The large eyeless beast.
1560,153655601640165379,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The bubbling vent.,The bubbling vent.
1561,153655601640165380,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The carving shows a bubbling underwater vent. ""The breath of salvation. It burns those that mean harm. Only the pure remain.""","The carving shows a bubbling underwater vent. ""The breath of salvation. It burns those that mean harm. Only the pure remain."""
1562,153655601640165381,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Beneath these words, somebody has added a crudely scratched note. ""[C0]Protection. Follow the magma. Find them. [/C0]""","Beneath these words, somebody has added a crudely scratched note. ""[C0]Protection. Follow the magma. Find them. [/C0]"""
1563,153655601640165382,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The carving shows a swarm of small fish surrounding a boat. ""The ravenous children. Alone they are nothing. Together they summon her.""","The carving shows a swarm of small fish surrounding a boat. ""The ravenous children. Alone they are nothing. Together they summon her."""
1564,153655601640165383,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Beneath these words, somebody has added a crudely scratched note. ""[C0]Do not let them grip you. Burn them away.[/C0]""","Beneath these words, somebody has added a crudely scratched note. ""[C0]Do not let them grip you. Burn them away.[/C0]"""
1565,153655601640165384,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The carving is of a large fish with crossed-out eyes. ""The unseeing mother. When the starving cannot eat, she approaches.""","The carving is of a large fish with crossed-out eyes. ""The unseeing mother. When the starving cannot eat, she approaches."""
1566,153655601640165385,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Beneath these words, somebody has added a crudely scratched note. ""[C0]Blind but can hear her children. Avoid at all costs.[/C0]""","Beneath these words, somebody has added a crudely scratched note. ""[C0]Blind but can hear her children. Avoid at all costs.[/C0]"""
1567,153674778941771776,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1568,154122023411568640,Collector,COLLECTOR_NAME_KEY,character speech,explicit,explicit speaker label,"But all the same, they must be found. I never said this would be easy. I suppose we'll see if you have what it takes, soon enough.","COLLECTOR_NAME_KEY: But all the same, they must be found. I never said this would be easy. I suppose we'll see if you have what it takes, soon enough."
1569,155146783239098368,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"That's all of them...that I can remember, anyways. I can't picture their faces too clearly any more.","SOLDIER_NAME_KEY: That's all of them...that I can remember, anyways. I can't picture their faces too clearly any more."
1570,161626619805618176,Fishmonger,FISHMONGER_NAME_KEY,character speech,explicit,explicit speaker label,Make sure you're getting enough [C0]rest[/C0]. Tired eyes won't fare well in these waters.,FISHMONGER_NAME_KEY: Make sure you're getting enough [C0]rest[/C0]. Tired eyes won't fare well in these waters.
1571,161626619830784000,Fishmonger,FISHMONGER_NAME_KEY,character speech,explicit,explicit speaker label,Don't let yourself get too worn down. We need you [C0]well-rested[/C0] to provide for this town.,FISHMONGER_NAME_KEY: Don't let yourself get too worn down. We need you [C0]well-rested[/C0] to provide for this town.
1572,161626619830784001,Shipwright,SHIPWRIGHT_NAME_KEY,character speech,explicit,explicit speaker label,You're looking a bit worse for wear. When's the last time you had a good night's [C0]sleep[/C0]?,SHIPWRIGHT_NAME_KEY: You're looking a bit worse for wear. When's the last time you had a good night's [C0]sleep[/C0]?
1573,161626619830784002,Shipwright,SHIPWRIGHT_NAME_KEY,character speech,explicit,explicit speaker label,I'd caution against operating a vessel if you're feeling [C0]overtired[/C0]. Your reaction times are slowed - rocks and things will seem to jump out at you.,SHIPWRIGHT_NAME_KEY: I'd caution against operating a vessel if you're feeling [C0]overtired[/C0]. Your reaction times are slowed - rocks and things will seem to jump out at you.
1574,161626619830784003,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"Oh my, you look exhausted! You're not forgetting to get some [C0]sleep[/C0], are you?","MAYOR_NAME_KEY: Oh my, you look exhausted! You're not forgetting to get some [C0]sleep[/C0], are you?"
1575,161626619830784004,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,As I always say: taking frequent breaks is an important part of being productive!,MAYOR_NAME_KEY: As I always say: taking frequent breaks is an important part of being productive!
1576,161626619830784005,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,Fisherman! What is it? You look a touch troubled - is the fog starting to get to you?,MAYOR_NAME_KEY: Fisherman! What is it? You look a touch troubled - is the fog starting to get to you?
1577,161626619830784006,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,"Completely normal around here, and nothing to worry about! With a good night's [C0]rest[/C0], you'll be right as rain by morning!","MAYOR_NAME_KEY: Completely normal around here, and nothing to worry about! With a good night's [C0]rest[/C0], you'll be right as rain by morning!"
1578,161626619830784007,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The Mayor appears in front of you on the dock. His face swims before your eyes, and his words blur with the waves crashing around you.","The Mayor appears in front of you on the dock. His face swims before your eyes, and his words blur with the waves crashing around you."
1579,161626619830784008,Mayor,MAYOR_NAME_KEY,character speech,explicit,explicit speaker label,Are ... ok? If ... see ... fog ... shapes ... [C0]rest[/C0]. Careful ... [C3]nightmares[/C3].,MAYOR_NAME_KEY: Are ... ok? If ... see ... fog ... shapes ... [C0]rest[/C0]. Careful ... [C3]nightmares[/C3].
1580,161626619830784009,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You stumble past him into town.,You stumble past him into town.
1581,161626619834978304,Narrator / scene text,,narration,inferred,third-/second-person scene description,The Lighthouse Keeper emerges from the dark forest that flanks the town. She walks towards the dock with a confused look on her face.,The Lighthouse Keeper emerges from the dark forest that flanks the town. She walks towards the dock with a confused look on her face.
1582,161626619834978305,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,Oh...it's you.,LIGHTHOUSE_KEEPER_NAME_KEY: Oh...it's you.
1583,161626619834978306,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Who were you expecting?,Who were you expecting?
1584,161626619834978307,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Excuse me?,Excuse me?
1585,161626619834978308,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,"Your engine, it sounds like...I'm sorry, I mistook it for the vessel of an old friend.","LIGHTHOUSE_KEEPER_NAME_KEY: Your engine, it sounds like...I'm sorry, I mistook it for the vessel of an old friend."
1586,161626619834978309,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Dejected, she turns and walks back towards the lighthouse.","Dejected, she turns and walks back towards the lighthouse."
1587,161626619834978310,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The Lighthouse Keeper is waiting for you on the dock, looking displeased.","The Lighthouse Keeper is waiting for you on the dock, looking displeased."
1588,161626619834978311,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,I saw you sailing out towards the horizon. Crossing that deep expanse. Do you really think that's wise?,LIGHTHOUSE_KEEPER_NAME_KEY: I saw you sailing out towards the horizon. Crossing that deep expanse. Do you really think that's wise?
1589,161626619834978312,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,It was fine.,It was fine.
1590,161626619834978313,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,Maybe this time. You need to be more careful.,LIGHTHOUSE_KEEPER_NAME_KEY: Maybe this time. You need to be more careful.
1591,161626619834978314,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,"Even you, with all of your experience, cannot truly know the ocean. Nobody can.","LIGHTHOUSE_KEEPER_NAME_KEY: Even you, with all of your experience, cannot truly know the ocean. Nobody can."
1592,161626619834978315,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What's the problem?,What's the problem?
1593,161626619834978316,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,"It feels a bit like tempting fate, does it not?","LIGHTHOUSE_KEEPER_NAME_KEY: It feels a bit like tempting fate, does it not?"
1594,161626619834978317,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,Things are bad enough around here without your provocations.,LIGHTHOUSE_KEEPER_NAME_KEY: Things are bad enough around here without your provocations.
1595,161626619834978318,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Abruptly, she walks away. Her eyes scan the water as she walks along the dock.","Abruptly, she walks away. Her eyes scan the water as she walks along the dock."
1596,161626619834978319,Narrator / scene text,,narration,inferred,third-/second-person scene description,The Lighthouse Keeper approaches you on the dock wearing a questioning expression.,The Lighthouse Keeper approaches you on the dock wearing a questioning expression.
1597,161626619834978320,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,You must've been around most of the islands by now. Have you found whatever it is you're looking for?,LIGHTHOUSE_KEEPER_NAME_KEY: You must've been around most of the islands by now. Have you found whatever it is you're looking for?
1598,161626619834978321,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Almost.,Almost.
1599,161626619834978322,Narrator / scene text,,narration,inferred,third-/second-person scene description,She shifts her weight and leans hard against her staff.,She shifts her weight and leans hard against her staff.
1600,161626619834978323,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,How can you be so sure? The last time you thought you knew...and look what happened.,LIGHTHOUSE_KEEPER_NAME_KEY: How can you be so sure? The last time you thought you knew...and look what happened.
1601,161626619834978324,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I'm not sure.,I'm not sure.
1602,161626619834978325,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,Her face softens.,Her face softens.
1603,161626619834978326,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,"Remember that you are in control. If you're having doubts, it's foolish to blindly persevere. You can always look for alternative paths.","LIGHTHOUSE_KEEPER_NAME_KEY: Remember that you are in control. If you're having doubts, it's foolish to blindly persevere. You can always look for alternative paths."
1604,161626619834978327,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",I'm just fishing.,I'm just fishing.
1605,161626619834978328,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,She recoils from your flagrant lie.,She recoils from your flagrant lie.
1606,161626619834978329,Lighthouse Keeper,LIGHTHOUSE_KEEPER_NAME_KEY,character speech,explicit,explicit speaker label,Why do you mistrust me so? What have I done to warrant such suspicion?,LIGHTHOUSE_KEEPER_NAME_KEY: Why do you mistrust me so? What have I done to warrant such suspicion?
1607,161626619834978330,Narrator / scene text,,narration,inferred,third-/second-person scene description,"She turns from you, shaking her head and muttering. She heads back towards the lighthouse.","She turns from you, shaking her head and muttering. She heads back towards the lighthouse."
1608,161626619843366912,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What's wrong?,What's wrong?
1609,161626619843366913,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,He stares ahead in silence.,He stares ahead in silence.
1610,161626619843366914,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Are you alright?,Are you alright?
1611,161626619843366915,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,He seems unable to respond.,He seems unable to respond.
1612,161626619843366916,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened?,What happened?
1613,161626619843366917,Narrator / scene text,,narration,inferred,third-/second-person scene description,You notice his neck and overalls are covered in a dark fluid - the same dark fluid that was leaking from the package you delivered earlier.,You notice his neck and overalls are covered in a dark fluid - the same dark fluid that was leaking from the package you delivered earlier.
1614,161626619843366918,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What was that?,What was that?
1615,161626619872727040,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A trembling head turns ever so slightly towards you. His breathing grows heavy in anger until you step backwards, leaving him standing there on the dock.","A trembling head turns ever so slightly towards you. His breathing grows heavy in anger until you step backwards, leaving him standing there on the dock."
1616,161626619872727041,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Woah, you don't look so great, friend. When's the last time you got a good night's [C0]sleep[/C0]?","TRAVELLING_MERCHANT_NAME_KEY: Woah, you don't look so great, friend. When's the last time you got a good night's [C0]sleep[/C0]?"
1617,161626619872727042,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Are you alright there? You're looking a little...jittery. You're free to [C0]rest[/C0] here anytime.,TRAVELLING_MERCHANT_NAME_KEY: Are you alright there? You're looking a little...jittery. You're free to [C0]rest[/C0] here anytime.
1618,161626619872727043,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Your hull's got a few holes that need patching. We can [C0]repair[/C0] those here, remember.","TRAVELLING_MERCHANT_NAME_KEY: Your hull's got a few holes that need patching. We can [C0]repair[/C0] those here, remember."
1619,161626619872727044,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Did you run aground on rocks or something? We should make some [C0]repairs[/C0] - I can see right through your hull!,TRAVELLING_MERCHANT_NAME_KEY: Did you run aground on rocks or something? We should make some [C0]repairs[/C0] - I can see right through your hull!
1620,161626619872727045,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Your boat's sprung a leak! We should [C0]fix[/C0] that.,TRAVELLING_MERCHANT_NAME_KEY: Your boat's sprung a leak! We should [C0]fix[/C0] that.
1621,161626619872727046,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"You should really be more careful! I don't have a limitless supply of [C0]repair[/C0] materials, you know.","TRAVELLING_MERCHANT_NAME_KEY: You should really be more careful! I don't have a limitless supply of [C0]repair[/C0] materials, you know."
1622,161626619872727047,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"I suppose you're going to say you ""couldn't avoid"" the rock that ""appeared out of nowhere""? Yeah yeah, I've heard it all before. Let's get you [C0]fixed[/C0] up.","TRAVELLING_MERCHANT_NAME_KEY: I suppose you're going to say you ""couldn't avoid"" the rock that ""appeared out of nowhere""? Yeah yeah, I've heard it all before. Let's get you [C0]fixed[/C0] up."
1623,161626619872727048,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"I'm going to have to start carrying more materials soon aren't I? I've got enough to make [C0]repairs[/C0] for now, at least.","TRAVELLING_MERCHANT_NAME_KEY: I'm going to have to start carrying more materials soon aren't I? I've got enough to make [C0]repairs[/C0] for now, at least."
1624,161626619872727049,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"If you have some worn out [C0]Crab Pots[/C0] or [C0]Trawl Nets[/C0], we can fix them here.","TRAVELLING_MERCHANT_NAME_KEY: If you have some worn out [C0]Crab Pots[/C0] or [C0]Trawl Nets[/C0], we can fix them here."
1625,161626619872727050,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,[C0]Trawl Net[/C0] fraying? Crabs cutting themselves out of your [C0]Crab Pots[/C0]? Why don't we [C0]fix[/C0] them up here?,TRAVELLING_MERCHANT_NAME_KEY: [C0]Trawl Net[/C0] fraying? Crabs cutting themselves out of your [C0]Crab Pots[/C0]? Why don't we [C0]fix[/C0] them up here?
1626,161626619872727051,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Don't forget - [C0]Crab Pots[/C0] and [C0]Trawl Nets[/C0] both need repairing every now and then.,TRAVELLING_MERCHANT_NAME_KEY: Don't forget - [C0]Crab Pots[/C0] and [C0]Trawl Nets[/C0] both need repairing every now and then.
1627,161626619872727052,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"[C0]Crab Pots[/C0] and [C0]Trawl Nets[/C0] won't work if they're completely worn out, so best to [C0]repair[/C0] them regularly.","TRAVELLING_MERCHANT_NAME_KEY: [C0]Crab Pots[/C0] and [C0]Trawl Nets[/C0] won't work if they're completely worn out, so best to [C0]repair[/C0] them regularly."
1628,161626619872727053,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,I'll buy all sorts of fish here - and I can pay the most for [C1]fresh[/C1] ones.,TRAVELLING_MERCHANT_NAME_KEY: I'll buy all sorts of fish here - and I can pay the most for [C1]fresh[/C1] ones.
1629,161626619872727054,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Not all fish are traded equally! Smaller species can sometimes be more delicious - and more valuable - than the larger ones.,TRAVELLING_MERCHANT_NAME_KEY: Not all fish are traded equally! Smaller species can sometimes be more delicious - and more valuable - than the larger ones.
1630,161626619872727055,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,The most successful captains know how to push their vessels to the limit. Is yours running at peak efficiency?,TRAVELLING_MERCHANT_NAME_KEY: The most successful captains know how to push their vessels to the limit. Is yours running at peak efficiency?
1631,161626619872727056,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,There's nothing wrong with combining different engine types - do anything you can to get more speed out of the space you have.,TRAVELLING_MERCHANT_NAME_KEY: There's nothing wrong with combining different engine types - do anything you can to get more speed out of the space you have.
1632,161626619872727057,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Having a variety of fishing tackle on board means you'll be prepared to catch whatever you come across.,TRAVELLING_MERCHANT_NAME_KEY: Having a variety of fishing tackle on board means you'll be prepared to catch whatever you come across.
1633,161626619876921344,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Installing a [C0]Trawl Net[/C0] is a great way to earn some passive income while exploring the islands.,TRAVELLING_MERCHANT_NAME_KEY: Installing a [C0]Trawl Net[/C0] is a great way to earn some passive income while exploring the islands.
1634,161626619876921345,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"When [C0]Trawling[/C0], pay attention to how [C0]deep[/C0] the water is. Not every type of fish likes deep water! Check your [C0]Encyclopedia[/C0] if you're not sure.","TRAVELLING_MERCHANT_NAME_KEY: When [C0]Trawling[/C0], pay attention to how [C0]deep[/C0] the water is. Not every type of fish likes deep water! Check your [C0]Encyclopedia[/C0] if you're not sure."
1635,161626619876921346,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,[C0]Crab Pots[/C0] can be quite profitable if you can find a good place to drop them. Just don't forget where you put them!,TRAVELLING_MERCHANT_NAME_KEY: [C0]Crab Pots[/C0] can be quite profitable if you can find a good place to drop them. Just don't forget where you put them!
1636,161626619876921347,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,You'll need to pick up your [C0]Crab Pots[/C0] every now and then and bring them in for repairs.,TRAVELLING_MERCHANT_NAME_KEY: You'll need to pick up your [C0]Crab Pots[/C0] every now and then and bring them in for repairs.
1637,161626619876921348,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Not every crab can be found at every [C0]depth[/C0]. When finding a spot to drop your [C0]Crab Pots[/C0], maybe check your [C0]Encyclopedia[/C0]?","TRAVELLING_MERCHANT_NAME_KEY: Not every crab can be found at every [C0]depth[/C0]. When finding a spot to drop your [C0]Crab Pots[/C0], maybe check your [C0]Encyclopedia[/C0]?"
1638,161626619876921349,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,I hope you're being careful out there. Seeing your boat sail over puts a smile on my face every time.,TRAVELLING_MERCHANT_NAME_KEY: I hope you're being careful out there. Seeing your boat sail over puts a smile on my face every time.
1639,161626619876921350,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"You and I, we've got to avoid risks as much as we can. There's no crew to bail us out if things go south.","TRAVELLING_MERCHANT_NAME_KEY: You and I, we've got to avoid risks as much as we can. There's no crew to bail us out if things go south."
1640,161626619876921351,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,You don't have to try to grab everything you see out there. That wreck salvage isn't going anywhere fast.,TRAVELLING_MERCHANT_NAME_KEY: You don't have to try to grab everything you see out there. That wreck salvage isn't going anywhere fast.
1641,161626619876921352,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,I love the sound of rain against the roof of my cabin. Is there anything better?,TRAVELLING_MERCHANT_NAME_KEY: I love the sound of rain against the roof of my cabin. Is there anything better?
1642,161626619876921353,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"You'll need to put a few more engines on that thing if you want it to be as fast as mine, hah!","TRAVELLING_MERCHANT_NAME_KEY: You'll need to put a few more engines on that thing if you want it to be as fast as mine, hah!"
1643,161626619876921354,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Tell me more about the creature that lives in the cliffs.,Tell me more about the creature that lives in the cliffs.
1644,161626619876921355,Hermit,HERMIT_NAME_KEY,character speech,explicit,explicit speaker label,It's been burrowing tunnels through the base of the cliffs. You can see the [C0]gigantic holes[/C0] it leaves just below the surface.,HERMIT_NAME_KEY: It's been burrowing tunnels through the base of the cliffs. You can see the [C0]gigantic holes[/C0] it leaves just below the surface.
1645,161626619876921356,Hermit,HERMIT_NAME_KEY,character speech,explicit,explicit speaker label,"As it forces its way out, it often causes [C0]rock falls[/C0]. So if you plan on going in there...keep an ear out.","HERMIT_NAME_KEY: As it forces its way out, it often causes [C0]rock falls[/C0]. So if you plan on going in there...keep an ear out."
1646,161626619876921357,Hermit,HERMIT_NAME_KEY,character speech,explicit,explicit speaker label,"Should it catch sight of you, well, you should be able to outrun it - it's [C0]quite slow[/C0] - provided you can navigate the passageways.","HERMIT_NAME_KEY: Should it catch sight of you, well, you should be able to outrun it - it's [C0]quite slow[/C0] - provided you can navigate the passageways."
1647,161626619885309952,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What am I supposed to be doing now?,What am I supposed to be doing now?
1648,161626619885309953,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,We're making [C0]special bait[/C0] to lure the [C3]Mind Suckers[/C3] into the [C0]traps[/C0] I've built in the lagoons.,SOLDIER_NAME_KEY: We're making [C0]special bait[/C0] to lure the [C3]Mind Suckers[/C3] into the [C0]traps[/C0] I've built in the lagoons.
1649,161626619885309954,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Once we've trapped them, I'll fire on them with the mortar. Then you'll [C0]bring back proof[/C0] that they're dead.","SOLDIER_NAME_KEY: Once we've trapped them, I'll fire on them with the mortar. Then you'll [C0]bring back proof[/C0] that they're dead."
1650,161626619885309955,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"When the trap springs, I'll fire upon it with the mortar. Make sure you [C0]bring back proof[/C0] that the thing's really dead, you hear?","SOLDIER_NAME_KEY: When the trap springs, I'll fire upon it with the mortar. Make sure you [C0]bring back proof[/C0] that the thing's really dead, you hear?"
1651,161626619885309956,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"When the trap springs, I'll fire upon it with the mortar. Make sure you [C0]bring back proof[/C0] that the thing's really dead, you hear?","SOLDIER_NAME_KEY: When the trap springs, I'll fire upon it with the mortar. Make sure you [C0]bring back proof[/C0] that the thing's really dead, you hear?"
1652,161626619885309957,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"When the trap springs, I'll fire upon it with the mortar. Make sure you [C0]bring back proof[/C0] that the thing's really dead, you hear?","SOLDIER_NAME_KEY: When the trap springs, I'll fire upon it with the mortar. Make sure you [C0]bring back proof[/C0] that the thing's really dead, you hear?"
1653,161626619885309958,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Here, this was left over from the other bait we made.","SOLDIER_NAME_KEY: Here, this was left over from the other bait we made."
1654,161626619885309959,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,Did you want that leftover bait now?,SOLDIER_NAME_KEY: Did you want that leftover bait now?
1655,161626619885309960,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Right, now, we can make some fresh stuff if you like.","SOLDIER_NAME_KEY: Right, now, we can make some fresh stuff if you like."
1656,161626619885309961,Soldier,SOLDIER_NAME_KEY,character speech,explicit,explicit speaker label,"Don't want it right now? Well, come back if you change your mind.","SOLDIER_NAME_KEY: Don't want it right now? Well, come back if you change your mind."
1657,167514184756678659,Retired Whaler,RETIRED_WHALER_NAME_KEY,character speech,explicit,explicit speaker label,"Don't want them right now? Well, come back if you change your mind.","RETIRED_WHALER_NAME_KEY: Don't want them right now? Well, come back if you change your mind."
1658,167514184756678658,Retired Whaler,RETIRED_WHALER_NAME_KEY,character speech,explicit,explicit speaker label,I hope you can put them to good use...wherever you find cause for it.,RETIRED_WHALER_NAME_KEY: I hope you can put them to good use...wherever you find cause for it.
1659,167514184756678657,Retired Whaler,RETIRED_WHALER_NAME_KEY,character speech,explicit,explicit speaker label,Did you want those explosives now? I held onto them for you.,RETIRED_WHALER_NAME_KEY: Did you want those explosives now? I held onto them for you.
