game,file,ref,speaker,text,trigger_or_notes
O2,Ambient_Everlight,M_A.60,(unattributed),You shall not hurt my Master.,
O2,Ambient_Everlight,M_A.70,(unattributed),Get them!,
O2,Ambient_Everlight,M_A.80,(unattributed),Silence the unbelievers!,
O2,Ambient_Everlight,F_S.10,(unattributed),"Do with me as you will, Sire.",
O2,Ambient_Everlight,F_S.15,(unattributed),My life is yours.,
O2,Ambient_Everlight,F_S.20,(unattributed),"I serve you, Master.",
O2,Ambient_Everlight,F_S.25,(unattributed),"Don’t ever leave me, Master!",
O2,Ambient_Everlight,F_S.30,(unattributed),I wish to follow you always!,
O2,Ambient_Everlight,F_S.35,(unattributed),I am your obedient slave!,
O2,Ambient_Everlight,F_S.40,(unattributed),Take me with you.,
O2,Ambient_Everlight,F_S.45,(unattributed),"Command me, Lord!",
O2,Ambient_Everlight,F_S.50,(unattributed),"I will defend you, Lord.",
O2,Ambient_Everlight,F_S.55,(unattributed),I am your humble servant.,
O2,Ambient_Everlight,F_A.10,(unattributed),For the Master.,
O2,Ambient_Everlight,F_A.20,(unattributed),I will protect my Lord.,
O2,Ambient_Everlight,F_A.30,(unattributed),You shall not touch him.,
O2,Ambient_Everlight,F_A.40,(unattributed),Attack!,
O2,Ambient_Everlight,F_A.50,(unattributed),Attaaaaaaaaccck!,
O2,Ambient_Everlight,F_A.60,(unattributed),I’ll fight for you!,
O2,Ambient_Everlight,F_A.70,(unattributed),"Stay back, Lord!",
O2,Ambient_Everlight,F_A.80,(unattributed),I’ll die for you!,
O2,Ambient_Everlight,MELF_N.10,(unattributed),"Please don’t make too much mess, man, we have to clear it up!",
O2,Ambient_Everlight,MELF_N.15,(unattributed),I was made to dance and sing and worship nature. Not mop up vomit!,
O2,Ambient_Everlight,MELF_N.20,(unattributed),How could the Mother Goddess let this happen to us?,
O2,Ambient_Everlight,MELF_N.25,(unattributed),First the wave and then this? This is bad karma. Really bad karma.,
O2,Ambient_Everlight,MELF_N.30,(unattributed),We thought the spiders would frighten them off!,
O2,Ambient_Everlight,MELF_N.35,(unattributed),Everlight should be a place of peace and tranquillity.,
O2,Ambient_Everlight,MELF_N.40,(unattributed),What did we do to deserve this?,
O2,Ambient_Everlight,MELF_N.45,(unattributed),"This is a holy place, man... the Empire have no respect!",
O2,Ambient_Everlight,MELF_N.50,(unattributed),I hate scrubbing.,
O2,Ambient_Everlight,MELF_N.55,(unattributed),What will all the little creatures do without us to protect them?,
O2,Ambient_Everlight,FELF_N.10,(unattributed),I hear the poor fluffy ones crying for us!,
O2,Ambient_Everlight,FELF_N.15,(unattributed),"Such devastation, such destruction... such debauchery!",
O2,Ambient_Everlight,FELF_N.20,(unattributed),I need to be with the flowers.,
O2,Ambient_Everlight,FELF_N.25,(unattributed),"This is a place for Elves, not for Empire.",
O2,Ambient_Everlight,FELF_N.30,(unattributed),"They lay all over our sands like big pink, beached whales!",
O2,Ambient_Everlight,FELF_N.35,(unattributed),They do not pay heed to the Mother Goddess.,
O2,Ambient_Everlight,FELF_N.40,(unattributed),They drink and eat... and drink and eat... then throw up and do it all over again!,
O2,Ambient_Everlight,FELF_N.45,(unattributed),Nature has forsaken us.,
O2,Ambient_Everlight,FELF_N.50,(unattributed),Did the Mother Goddess send you?,
O2,Ambient_Everlight,FELF_N.55,(unattributed),This place makes my soul hurt.,
O2,Ambient_Everlight,MELF_H.10,(unattributed),Hey stop that!,
O2,Ambient_Everlight,MELF_H.20,(unattributed),Get away! Get away!,
O2,Ambient_Everlight,MELF_H.30,(unattributed),Uncool! Uncool!,
O2,Ambient_Everlight,MELF_H.40,(unattributed),Like we don’t have enough problems!,
O2,Ambient_Everlight,MELF_H.50,(unattributed),You’re giving off bad vibes.,
O2,Ambient_Everlight,MELF_H.60,(unattributed),Nooooooooo!,
O2,Ambient_Everlight,MELF_H.70,(unattributed),Heeeelllp!,
O2,Ambient_Everlight,MELF_H.80,(unattributed),"Take it easy, man!",
O2,Ambient_Everlight,FELF_H.10,(unattributed),Mother Goddess protect me!,
O2,Ambient_Everlight,FELF_H.20,(unattributed),You’re worse than the Empire!,
O2,Ambient_Everlight,FELF_H.30,(unattributed),You’re ruining my Karma!,
O2,Ambient_Everlight,FELF_H.40,(unattributed),Heeeeeeeelllp!,
O2,Ambient_Everlight,FELF_H.50,(unattributed),Peace! Peace!,
O2,Ambient_Everlight,FELF_H.60,(unattributed),Don’t kill me!,
O2,Ambient_Everlight,FELF_H.70,(unattributed),I’m not ready to meet the Mother Goddess!,
O2,Ambient_Everlight,FELF_H.80,(unattributed),Why pick on us?,
O2,Ambient_Everlight,MELF_S.10,(unattributed),"Where you lead, I follow!",
O2,Ambient_Everlight,MELF_S.15,(unattributed),"Use me for you own ends, Sire!",
O2,Ambient_Everlight,MELF_S.20,(unattributed),Command me.,
O2,Ambient_Everlight,MELF_S.25,(unattributed),You’re cooooool.,
O2,Ambient_Everlight,MELF_S.30,(unattributed),"Screw Karma, I’m with you!",
O2,Ambient_Everlight,MELF_S.35,(unattributed),I’m your slave.,
O2,Ambient_Everlight,MELF_S.40,(unattributed),"Take me with you, Master.",
O2,Ambient_Everlight,MELF_S.45,(unattributed),I’ll protect you!,
O2,Ambient_Everlight,MELF_S.50,(unattributed),"Don’t leave me, Master.",
O2,Ambient_Everlight,MELF_S.55,(unattributed),The Dark side calls to me.,
O2,Ambient_Everlight,MELF_A.10,(unattributed),Protect the Master!,
O2,Ambient_Everlight,MELF_A.20,(unattributed),Attack the unbeliever!,
O2,Ambient_Everlight,MELF_A.30,(unattributed),"Do not fear, Master I will smite them.",
O2,Ambient_Everlight,MELF_A.40,(unattributed),Strike down the infidels.,
O2,Ambient_Everlight,MELF_A.50,(unattributed),Attack!,
O2,Ambient_Everlight,MELF_A.60,(unattributed),You shall not hurt the Master!,
O2,Ambient_Everlight,MELF_A.70,(unattributed),"I will bleed for you, Lord.",
O2,Ambient_Everlight,MELF_A.80,(unattributed),I will smite them!,
O2,Ambient_Everlight,FELF_S.10,(unattributed),What do you wish of me?,
O2,Ambient_Everlight,FELF_S.15,(unattributed),I’m yours!,
O2,Ambient_Everlight,FELF_S.20,(unattributed),Fill me with your Dark energy.,
O2,Ambient_Everlight,FELF_S.25,(unattributed),I’m with you.,
O2,Ambient_Everlight,FELF_S.30,(unattributed),"Take me rampaging, Sire!",
O2,Ambient_Everlight,FELF_S.35,(unattributed),"I want to be by your side, forever.",
O2,Ambient_Everlight,FELF_S.40,(unattributed),"Command me, Great One!",
O2,Ambient_Everlight,FELF_S.45,(unattributed),"You need me, Master.",
O2,Ambient_Everlight,FELF_S.50,(unattributed),Take me with you.,
O2,Ambient_Everlight,FELF_S.55,(unattributed),Nothing will harm you.,
O2,Ambient_Everlight,FELF_A.10,(unattributed),I will keep you safe!,
O2,Ambient_Everlight,FELF_A.20,(unattributed),Attack!,
O2,Ambient_Everlight,FELF_A.30,(unattributed),Nothing shall harm you.,
O2,Ambient_Everlight,FELF_A.40,(unattributed),You shall be preserved.,
O2,Ambient_Everlight,FELF_A.50,(unattributed),Destroy the unbelievers!,
O2,Ambient_Everlight,FELF_A.60,(unattributed),I will die for you.,
O2,Ambient_Everlight,FELF_A.70,(unattributed),Attaaaaaccccck.,
O2,Ambient_Everlight,FELF_A.80,(unattributed),Protect the Master!,
O2,Ambient_Everlight,BUY.MT1,(unattributed),Do you have any cream for a... um personal problem?,
O2,Ambient_Everlight,BUY.MT2,(unattributed),Do you carry the latest news parchments?,
O2,Ambient_Everlight,BUY.MT3,(unattributed),I fancy a little snack.,
O2,Ambient_Everlight,BUY.MT4,(unattributed),"I need some body oil, please. Extra slippery.",
O2,Ambient_Everlight,BUY.MT5,(unattributed),Someone stole my towel! I need a new one!,
O2,Ambient_Everlight,BUY.FT1,(unattributed),Do you do toga shortening?,
O2,Ambient_Everlight,BUY.FT2,(unattributed),I need more suncream!,
O2,Ambient_Everlight,BUY.FT3,(unattributed),I want one of those ‘A present from Everlight’ souvenirs... the ones with the sad Elf with the little cocktail jug on a tray!,
O2,Ambient_Everlight,BUY.FT4,(unattributed),"Honestly, this stuff’s a load of old tat!",
O2,Ambient_Everlight,BUY.FT5,(unattributed),I need a windbreak... Tarquin’s been over doing the peanuts.,
O2,Ambient_Everlight,DRINK.MT1,(unattributed),Another round here!,
O2,Ambient_Everlight,DRINK.MT2,(unattributed),These just go down far too quickly!,
O2,Ambient_Everlight,DRINK.MT3,(unattributed),Line ‘em up!,
O2,Ambient_Everlight,DRINK.MT4,(unattributed),I want a pink drink and I want it now!,
O2,Ambient_Everlight,DRINK.MT5,(unattributed),I think I’ve got a bad one!,
O2,Ambient_Everlight,DRINK.FT1,(unattributed),Three more please!,
O2,Ambient_Everlight,DRINK.FT2,(unattributed),This isn’t what I ordered!,
O2,Ambient_Everlight,DRINK.FT3,(unattributed),I feel a bit ill.,
O2,Ambient_Everlight,DRINK.FT4,(unattributed),I want one with an umbrella in it... and a parrot... and a little monkey in a tree.,
O2,Ambient_Everlight,DRINK.FT5,(unattributed),"Slave, more drinks!",
O2,Ambient_Everlight,LAY.MT1,(unattributed),I need someone to roll me over!,
O2,Ambient_Everlight,LAY.MT2,(unattributed),"Ahh, I can feel that sun doing me good.",
O2,Ambient_Everlight,LAY.FT1,(unattributed),Am I done yet?,
O2,Ambient_Everlight,LAY.FT2,(unattributed),The sand just gets everywhere!,
O2,Ambient_Everlight,MM2.MT1,(unattributed),I heard some of the Elves got into Nordberg and started causing a fuss!,
O2,Ambient_Everlight,MM2.FT1,(unattributed),"Someone shut down the Elf commune in Nordberg. They were giving away free love. Shame, I liked the sound of that!",
O2,Ambient_Everlight,NDES.MT2,(unattributed),I hear something terrible happened to Governor Borius down in Nordberg!,
O2,Ambient_Everlight,NDES.FT2,(unattributed),They say Borius was killed in Nordberg! I bet they ate him! Savages!,
O2,Ambient_Everlight,NDOM.MT3,(unattributed),"I haven’t heard from Governor Borius lately, do you think he’s ok?",
O2,Ambient_Everlight,NDOM.FT3,(unattributed),I heard that Borius has joined some kind of Nordbergian cult!,
O2,Ambient_Everlight,N.MT4,(unattributed),Nordberg sounds like an awful place! They needed a firm hand!,
O2,Ambient_Everlight,N.MT5,(unattributed),I don’t know what Borius did wrong to get sent to a place like Nordberg!,
O2,Ambient_Everlight,N.FT4,(unattributed),I hear the Nordberg men are all lovely and rugged.,
O2,Ambient_Everlight,N.FT5,(unattributed),"You wouldn’t catch me going to Nordberg, although they do good slaves!",
O2,Ambient_Everlight,MM5DOM.MT1,(unattributed),"That beast sank the boat, Poor fellows! Err, I mean, I’m sure they deserved it!",
O2,Ambient_Everlight,MM5DOM.MT2,(unattributed),And he just rammed it! They stood no chance!,
O2,Ambient_Everlight,MM5DOM.FT1,(unattributed),"I hear the boat was sunk! Morty can’t swim. Oh well, I’ll have to find a new husband!",
O2,Ambient_Everlight,MM5DOM.FT2,(unattributed),"Well, they got what they deserved for leaving me behind!",
O2,Ambient_Everlight,MM5DOM.MT4,(unattributed),And we almost got away!,
O2,Ambient_Everlight,MM5DOM.MT5,(unattributed),"I’m sorry we tried to run from you, Lord!",
O2,Ambient_Everlight,MM5DOM.FT4,(unattributed),I really don’t want to be on vacation anymore!,
O2,Ambient_Everlight,MM5DOM.FT5,(unattributed),He caught up with the boat and dragged them back!,
O2,Ambient_Everlight,MM6.MT5,(unattributed),"Slaves, rebelling, who ever heard of such a thing?",
O2,Ambient_Everlight,MM6.FT5,(unattributed),"And so I told them, I refuse to be blown up on vacation! It’s very unseemly.",
O2,Ambient_Everlight,ARENA.MT1,(unattributed),I can’t believe I was stuck here for the Arena Games!,
O2,Ambient_Everlight,ARENA.MT2,(unattributed),I heard that the games got very out of hand this year!,
O2,Ambient_Everlight,ARENA.MT3,(unattributed),I miss the City. I miss the banquets... I miss my slaves. Especially that little Nordberg gal!,
O2,Ambient_Everlight,ARENA.MT4,(unattributed),I hear that something nasty happened to Senator Drearius!,
O2,Ambient_Everlight,ARENA.MT5,(unattributed),Someone told me there was a dreadful kafuffle at the Arena Games.,
O2,Ambient_Everlight,ARENA.FT1,(unattributed),And someone stole his sedan chair. I mean really! Is nothing sacred?,
O2,Ambient_Everlight,ARENA.FT2,(unattributed),You know who I blame? That Juno creature!,
O2,Ambient_Everlight,ARENA.FT3,(unattributed),I’m very worried about Mrs Drearius. She’s not returned my letters.,
O2,Ambient_Everlight,ARENA.FT4,(unattributed),It sounds like we’re better off here than in the City. A least I can work on my tan properly.,
O2,Ambient_Everlight,ARENA.FT5,(unattributed),"The Drearius villa was overrun by barbarians, apparently. Shocking! Shocking!",
O2,Ambient_Everlight,DOM.MT1,(unattributed),"Hey, this was meant to be our party place!",
O2,Ambient_Everlight,DOM.MT2,(unattributed),Why do those things get to party and we don’t?,
O2,Ambient_Everlight,DOM.MT3,(unattributed),"He’s turning us into slaves, that’s just not cricket, I tell you!",
O2,Ambient_Everlight,DOM.MT4,(unattributed),"All those little creatures, running around having a good time, I’m so jealous!",
O2,Ambient_Everlight,DOM.MT5,(unattributed),No more wet toga competitions.,
O2,Ambient_Everlight,DOM.FT1,(unattributed),What happened to our party?,
O2,Ambient_Everlight,DOM.FT2,(unattributed),But we were the ones meant to be having all the fun.,
O2,Ambient_Everlight,DOM.FT3,(unattributed),"Hmmm why is everyone working, they’re supposed to be on vacation!",
O2,Ambient_Everlight,DOM.FT4,(unattributed),"When I booked this, I was very insistent that under no circumstances should I be drafted into a slave camp!",
O2,Ambient_Everlight,DOM.FT5,(unattributed),I want to go back to Empire City. No one makes me work there!,
O2,Ambient_Everlight,DES.MT1,(unattributed),It’s too quiet around here.,
O2,Ambient_Everlight,DES.MT2,(unattributed),Where’s everyone gone?,
O2,Ambient_Everlight,DES.MT3,(unattributed),"Well, this isn’t much of a vacation!",
O2,Ambient_Everlight,DES.MT4,(unattributed),Everything is burning!,
O2,Ambient_Everlight,DES.MT5,(unattributed),"Well, you won’t get any visitors with the place looking like this!",
O2,Ambient_Everlight,DES.FT1,(unattributed),Is everybody... dead?,
O2,Ambient_Everlight,DES.FT2,(unattributed),I don’t want to be left alone in this place!,
O2,Ambient_Everlight,DES.FT3,(unattributed),"Well, this is no way to run a vacation resort!",
O2,Ambient_Everlight,DES.FT4,(unattributed),"Look at this place, what’s the matter with you?",
O2,Ambient_Everlight,DES.FT5,(unattributed),I’ve had it with these package deals!,
O2,Ambient_Everlight,DIG.MT1,(unattributed),"I’m not built to do manual labour, Lord!",
O2,Ambient_Everlight,DIG.MT2,(unattributed),"I’m no good at this, how about a nice desk job, Master?",
O2,Ambient_Everlight,DIG.MT1B,(unattributed),"I’m not a digger, Lord. I’m more of a watch other people dig person!",
O2,Ambient_Everlight,DIG.FT1,(unattributed),"This really isn’t me, Lord.",
O2,Ambient_Everlight,DIG.FT2,(unattributed),I think my hands are going to drop off!,
O2,Ambient_Everlight,DIG.FT1B,(unattributed),I dig for the Demon Lord!,
O2,Ambient_Everlight,SMITH.MT2,(unattributed),I didn’t know I knew how to do this!,
O2,Ambient_Everlight,SMITH.MT3,(unattributed),Hail the Great One!,
O2,Ambient_Everlight,SMITH.FT2,(unattributed),I’m so tired.,
O2,Ambient_Everlight,SMITH.FT3,(unattributed),"This is really quite liberating, Lord.",
O2,Ambient_Everlight,TRAN.MT1,(unattributed),Is this hell?,
O2,Ambient_Everlight,TRAN.MT2,(unattributed),No one told me this was a working vacation.,
O2,Ambient_Everlight,TRAN.FT1,(unattributed),Can’t someone just do this for me? It’s so tiring.,
O2,Ambient_Everlight,TRAN.FT2,(unattributed),I think I’m going to faint.,
O2,Ambient_Everlight,SELL.MT1,(unattributed),"Get your Minion party hats here, 101 things to put on your head!",
O2,Ambient_Everlight,SELL.MT2,(unattributed),"Minion oil, Minion oil, really crisp up those scabby areas!",
O2,Ambient_Everlight,SELL.MT3,(unattributed),"Grass skirts, humourous coconut bikinis!",
O2,Ambient_Everlight,SELL.MT4,(unattributed),It’s happy hour!,
O2,Ambient_Everlight,SELL.MT5,(unattributed),Don’t down it all at once!,
O2,Ambient_Everlight,SELL.FT1,(unattributed),Who wanted the fairy kebabs?,
O2,Ambient_Everlight,SELL.FT2,(unattributed),"Don’t shout, there’s plenty for all!",
O2,Ambient_Everlight,SELL.FT3,(unattributed),Claw cleaners and back scratchers!,
O2,Ambient_Everlight,SELL.FT4,(unattributed),"Snacks, drinks!",
O2,Ambient_Everlight,SELL.FT5,(unattributed),"The Minion Mayhem cocktail is now here, no pushing please!",
O2,Ambient_Everlight,ANGRY.MT1_1,(unattributed),That’s awful!,
O2,Ambient_Everlight,ANGRY.MT2_1,(unattributed),You rapscallion!,
O2,Ambient_Everlight,ANGRY.MT3_1,(unattributed),That was unnecessary!,
O2,Ambient_Everlight,ANGRY.MT4_1,(unattributed),Don’t you try doing that to me!,
O2,Ambient_Everlight,ANGRY.MT5_1,(unattributed),Coward!,
O2,Ambient_Everlight,ANGRY.MT1_2,(unattributed),"Aggg, what are you doing?",
O2,Ambient_Everlight,ANGRY.MT2_2,(unattributed),That’s disgraceful behaviour!,
O2,Ambient_Everlight,ANGRY.MT3_2,(unattributed),That was horrible!,
O2,Ambient_Everlight,ANGRY.FT1_1,(unattributed),You rotter!,
O2,Ambient_Everlight,ANGRY.FT2_1,(unattributed),"Well, that doesn’t scare me.",
O2,Ambient_Everlight,ANGRY.FT3_1,(unattributed),I won’t tolerate that kind of behaviour!,
O2,Ambient_Everlight,ANGRY.FT4_1,(unattributed),They didn’t deserve that!,
O2,Ambient_Everlight,ANGRY.FT5_1,(unattributed),That was horrible!,
O2,Ambient_Everlight,ANGRY.FT1_2,(unattributed),Don’t you come near me!,
O2,Ambient_Everlight,ANGRY.FT2_2,(unattributed),You demon!,
O2,Ambient_Everlight,ANGRY.FT3_2,(unattributed),That was unnecessary!,
O2,Ambient_Everlight,ANGRY.FT4_2,(unattributed),I can’t look!,
O2,Ambient_Everlight,ANGRY.FT5_2,(unattributed),Coward!,
O2,Ambient_Everlight,UNKNO.MT1,(unattributed),No pets in the resort!,
O2,Ambient_Everlight,UNKNO.MT2,(unattributed),"Hmmm, have you come from Nordberg? You look like a savage to me!",
O2,Ambient_Everlight,UNKNO.MT3,(unattributed),Those things of yours better not eat my snacks!,
O2,Ambient_Everlight,UNKNO.MT4,(unattributed),I bet those things will drink all the cocktails!,
O2,Ambient_Everlight,UNKNO.FT1,(unattributed),Don’t let those dogs of yours mess in the sand!,
O2,Ambient_Everlight,UNKNO.FT2,(unattributed),And what are you meant to be?,
O2,Ambient_Everlight,UNKNO.FT3,(unattributed),Are you a gigolo? I’ve heard about men like you preying on beautiful women whilst they’re on vacation!,
O2,Ambient_Everlight,UNKNO.FT4,(unattributed),Are those little things some kind of souvenir? Do you have pastel colors?,
O2,Ambient_Everlight,KNO.MT1,(unattributed),"Oh god, not you!",
O2,Ambient_Everlight,KNO.MT2,(unattributed),He’s back to spoil our vacation again!,
O2,Ambient_Everlight,KNO.MT3,(unattributed),Not those little things again!,
O2,Ambient_Everlight,KNO.MT4,(unattributed),That little rat army are back!,
O2,Ambient_Everlight,KNO.MT5,(unattributed),It’s the Evil of Everlight!,
O2,Ambient_Everlight,KNO.FT1,(unattributed),"Please, just leave us alone!",
O2,Ambient_Everlight,KNO.FT2,(unattributed),He’s come to ravish me!,
O2,Ambient_Everlight,KNO.FT3,(unattributed),They’re going to mess everything up!,
O2,Ambient_Everlight,KNO.FT4,(unattributed),Those little things get everywhere! Somebody stop them!,
O2,Ambient_Everlight,KNO.FT5,(unattributed),Run! Run! Hide the cocktails!,
O2,Ambient_Everlight,PUSH.MT1,(unattributed),What did you do that for? Ruffian!,
O2,Ambient_Everlight,PUSH.MT2,(unattributed),We’ve got some kind of trouble maker here!,
O2,Ambient_Everlight,PUSH.MT3,(unattributed),"Aggg, he’s after me! He’s after me!",
O2,Ambient_Everlight,PUSH.MT4,(unattributed),Don’t kill me!,
O2,Ambient_Everlight,PUSH.MT5,(unattributed),Don’t touch me! Don’t touch me!,
O2,Ambient_Everlight,PUSH.FT1,(unattributed),"Aggg stop that, you cad!",
O2,Ambient_Everlight,PUSH.FT2,(unattributed),Are you trying to get me angry?,
O2,Ambient_Everlight,PUSH.FT3,(unattributed),No smiting! I will not be smited!,
O2,Ambient_Everlight,PUSH.FT4,(unattributed),What kind of monster are you?,
O2,Ambient_Everlight,PUSH.FT5,(unattributed),How could you do that to a lady?,
O2,Ambient_Everlight,PIN.MT1,(unattributed),His attack dogs have got me!,
O2,Ambient_Everlight,PIN.MT2,(unattributed),"Agggg, they’re going to eat me!",
O2,Ambient_Everlight,PIN.MT3,(unattributed),His dogs! They’re all over me!,
O2,Ambient_Everlight,PIN.MT4,(unattributed),These little things get them off me!,
O2,Ambient_Everlight,PIN.MT5,(unattributed),"Oh god, I’m surrounded!",
O2,Ambient_Everlight,PIN.FT1,(unattributed),Call off your creatures!,
O2,Ambient_Everlight,PIN.FT2,(unattributed),Aggg they’ll get in my hair!,
O2,Ambient_Everlight,PIN.FT3,(unattributed),Get these rat things off me!,
O2,Ambient_Everlight,PIN.FT4,(unattributed),Help get this little devil off me!,
O2,Ambient_Everlight,PIN.FT5,(unattributed),They’re everywhere!,
O2,Ambient_Everlight,SLA.MT1_1,(unattributed),"You’re an evil inspiration, Sire!",
O2,Ambient_Everlight,SLA.MT2_1,(unattributed),I will work tirelessly to serve the needs of our new guests.,
O2,Ambient_Everlight,SLA.MT3_1,(unattributed),"You know how to throw a party, Sire. Wish it was for us.",
O2,Ambient_Everlight,SLA.MT4_1,(unattributed),Those little fellows of yours certainly know how to relax!,
O2,Ambient_Everlight,SLA.MT5_1,(unattributed),"We’re all terribly, terribly evil around here now, Lord!",
O2,Ambient_Everlight,SLA.MT1_2,(unattributed),Even demon armies need a place to unwind.,
O2,Ambient_Everlight,SLA.MT2_2,(unattributed),"Overworked and underpaid, but at least I’m supporting the dark regime!",
O2,Ambient_Everlight,SLA.FT1_1,(unattributed),Your party looks much more fun than ours was!,
O2,Ambient_Everlight,SLA.FT2_1,(unattributed),Better to be overworked and alive than underworked and dead!,
O2,Ambient_Everlight,SLA.FT3_1,(unattributed),"I say, those demons of yours really know how to have a good time!",
O2,Ambient_Everlight,SLA.FT4_1,(unattributed),"I’m simply pausing work to bask in your dark glory, Master.",
O2,Ambient_Everlight,SLA.FT5_1,(unattributed),"Evil is my middle name, Sire...after Hermione.",
O2,Ambient_Everlight,SLA.FT1_2,(unattributed),Hurrah for the evil party!,
O2,Ambient_Everlight,SLA.FT2_2,(unattributed),"I hope your little creatures are enjoying themselves, Master.",
O2,Ambient_Everlight,SWEEP.ME1,(unattributed),The Mother Goddess wouldn’t approve of this.,
O2,Ambient_Everlight,SWEEP.ME2,(unattributed),"I was born to sing and dance, not sweep!",
O2,Ambient_Everlight,SWEEP.ME3,(unattributed),This is never ending!,
O2,Ambient_Everlight,SWEEP.ME4,(unattributed),These tourists are so messy.,
O2,Ambient_Everlight,SWEEP.ME5,(unattributed),Everlight never used to be like this.,
O2,Ambient_Everlight,SWEEP.FE1,(unattributed),I even sweep in my dreams now.,
O2,Ambient_Everlight,SWEEP.FE2,(unattributed),The Mother Goddess would not approve of her child sweeping!,
O2,Ambient_Everlight,SWEEP.FE3,(unattributed),I need to feel the softness of the forest floor beneath me.,
O2,Ambient_Everlight,SWEEP.FE4,(unattributed),"I sweep and sweep, but it never gets clean. It will never be clean again.",
O2,Ambient_Everlight,SWEEP.FE5,(unattributed),It will just be dirty tomorrow.,
O2,Ambient_Everlight,SELL.ME1,(unattributed),"Everlight souvenirs, get your stuffed baby spiders here.",
O2,Ambient_Everlight,SELL.ME2,(unattributed),"No we don’t have any of those left, Sir.",
O2,Ambient_Everlight,SELL.ME3,(unattributed),We’re running very short on coconut oil.,
O2,Ambient_Everlight,SELL.ME4,(unattributed),"Sand brushes, gets unwanted grit out of those hard to reach places.",
O2,Ambient_Everlight,SELL.ME5,(unattributed),The wet toga competition will start in one hour. We ask that Elderly male guests be accompanied at all times!,
O2,Ambient_Everlight,SELL.FE1,(unattributed),"Beach towels, beach towels.",
O2,Ambient_Everlight,SELL.FE2,(unattributed),"Cocktails, freshly mixed.",
O2,Ambient_Everlight,SELL.FE3,(unattributed),"Five jugs... are you sure? Okay, Sir!",
O2,Ambient_Everlight,SELL.FE4,(unattributed),"No, I am not for sale, Sir.",
O2,Ambient_Everlight,SELL.FE5,(unattributed),Here you go Ma’am.,
O2,Ambient_Everlight,HAMM.ME1,(unattributed),"Please don’t break this again, Lord.",
O2,Ambient_Everlight,HAMM.ME2,(unattributed),I need more wood!,
O2,Ambient_Everlight,HAMM.ME3,(unattributed),"Why all this destruction, man?",
O2,Ambient_Everlight,HAMM.ME4,(unattributed),May the Mother Goddess protect this place. So I don’t have to do this again!,
O2,Ambient_Everlight,HAMM.FE1,(unattributed),Why must you break things?,
O2,Ambient_Everlight,HAMM.FE2,(unattributed),At least this is better than cleaning up after them!,
O2,Ambient_Everlight,HAMM.FE3,(unattributed),"Just don’t break any more, man.",
O2,Ambient_Everlight,HAMM.FE4,(unattributed),Hand me some more nails.,
O2,Ambient_Everlight,MM2DES.ME1,(unattributed),I heard some of our Elven brothers were crushed in the pursuit of peace and love!,
O2,Ambient_Everlight,MM2DES.ME2,(unattributed),The Elf Commune down in Nordberg was viciously raided. They are with the Mother Goddess now!,
O2,Ambient_Everlight,MM2DES.FE4,(unattributed),I hear the spirits of our dead kindred in Nordberg. They call out to me.,
O2,Ambient_Everlight,MM2DES.FE5,(unattributed),Our fellow Elves tried to bring peace and love to Nordberg. But they were brutally cut down!,
O2,Ambient_Everlight,MM2DOM.ME4,(unattributed),The Dark Lord has claimed our kindred in Nordberg. They are his now.,
O2,Ambient_Everlight,MM2DOM.ME5,(unattributed),I have not heard from our brothers in Nordberg. I fear what may have happened to them.,
O2,Ambient_Everlight,MM2DOM.FE4,(unattributed),Our brave sister Elves are bringing the message of love to Nordberg.,
O2,Ambient_Everlight,MM2DOM.FE5,(unattributed),So you think the Elves at the Nordberg commune could have fallen under his dark spell?,
O2,Ambient_Everlight,MM4DES.ME1,(unattributed),And the Dark Lord sunk their boat! I think he must have been working with the Mother Goddess!,
O2,Ambient_Everlight,MM4DES.ME2,(unattributed),I saw their boat sinking! That’s what you get for messing with Everlight!,
O2,Ambient_Everlight,MM4DES.FE1,(unattributed),He rammed their boat. Do you think he could be on our side?,
O2,Ambient_Everlight,MM4DES.FE2,(unattributed),"I normally take no joy in death, but for those Empire tourists I’ll make an exception!",
O2,Ambient_Everlight,MM4DOM.ME4,(unattributed),"He brought those tourists back, but at least they might do some work now!",
O2,Ambient_Everlight,MM4DOM.ME5,(unattributed),"I wish he’d killed those tourists, man. Not brought them back to us!",
O2,Ambient_Everlight,MM4DOM.FE4,(unattributed),The Mother Goddess should have sunk that Empire boat!,
O2,Ambient_Everlight,MM4DOM.FE5,(unattributed),Did you see them running? That’s more exercise than they’ve had all lifetime!,
O2,Ambient_Everlight,MM5DES.ME4,(unattributed),He just cut them down. The Dark Lord has no mercy!,
O2,Ambient_Everlight,MM5DES.ME5,(unattributed),"Shussh! Do not let him hear us talking, or we will die like the rest!",
O2,Ambient_Everlight,MM5DES.FE4,(unattributed),"They were brave, but foolish, why did they think they could stand against him?",
O2,Ambient_Everlight,MM5DOM.ME4,(unattributed),Those rebels were lucky to be turned into slaves! The Dark One could have killed them!,
O2,Ambient_Everlight,MM5DOM.ME5,(unattributed),Those rebels bow to the Dark One now!,
O2,Ambient_Everlight,MM5DOM.FE5,(unattributed),"I’m glad the rebellion is over, my fragile soul cannot take any more noise!",
O2,Ambient_Everlight,WAST.ME1,(unattributed),My soul cries out in pain at the destruction of the Last Sanctuary.,
O2,Ambient_Everlight,WAST.ME2,(unattributed),Could it really be that the Last Sanctuary is no more?,
